Year	Date	DayPart	ExactTime	Order	EventID	Track	Origin	Title	Event	Characters	Teams	Groups	Scope	Location	Arc	Continuity	DateCertainty	Reference	SupportingSources	Review
0	12.09	unknown		100	V10-000104	NARUTO	O	Цунаде проводить турнір: кожен учасник має кристал і вибуває, якщо його кристал…	O/ALT [OVA «Finally a Clash! Jōnin vs. Genin!!»] — Цунаде проводить турнір: кожен учасник має кристал і вибуває, якщо його кристал забрали; Наруто прагне перемогти Саске й Какаші. Присутність давно загиблих персонажів виключає буквальне місце в каноні.	Naruto Uzumaki;Sasuke Uchiha;Kakashi Hatake;Tsunade			character			alt	inherited_v9	OVA «Finally a Clash! Jōnin vs. Genin!!»		daypart
0	12.09	unknown		200	V10-000105	NARUTO	G	ігрова версія розширює цей турнір	G/ALT [Naruto: Ultimate Ninja 3] — ігрова версія розширює цей турнір; це та сама альтернативна подія, а не ще один окремий турнір.	Naruto Uzumaki			character			alt	inherited_v9	Naruto: Ultimate Ninja 3		daypart
0	13.09	unknown		100	V10-000106	NARUTO	R	Команда 7 та Ґаара з двома шинобі Суни спільно захищають поселення від розбійників	F [Shippūden еп. 182; ретроспектива, реконструйоване післявоєнне вікно] — Команда 7 та Ґаара з двома шинобі Суни спільно захищають поселення від розбійників; змовники Суни намагаються усунути Ґаару як джінчюрікі, а Наруто вперше безпосередньо допомагає йому як союзникові.	Naruto Uzumaki;Gaara;Sasuke Uchiha;Sakura Haruno;Kakashi Hatake	Team 7		character;team			main	derived	Shippūden еп. 182; ретроспектива, реконструйоване післявоєнне вікно		daypart
0	14.09	unknown		100	V10-000107	NARUTO	R	у перші тижні правління Цунаде Наруто повертається з місії з підозрою на заразний…	F [Shippūden еп. 183; ретроспектива] — у перші тижні правління Цунаде Наруто повертається з місії з підозрою на заразний «вірус чакри»; Шідзуне та друзі ловлять його після втечі до палати Саске, але тривога виявляється реакцією на перець і алергію Сакури.	Naruto Uzumaki;Sasuke Uchiha;Tsunade			character			main	inherited_v9	Shippūden еп. 183; ретроспектива		daypart
0	15.09	unknown		100	V10-000108	NARUTO	R	до операції Лі Наруто, Сакура й Іно шукають особливу квітку для ліків Ґая	F [Shippūden еп. 186; ретроспектива] — до операції Лі Наруто, Сакура й Іно шукають особливу квітку для ліків Ґая; рослина породжує двійника супротивника у вигляді Ґаари, якого вони мусять здолати.	Naruto Uzumaki;Sakura Haruno;Ino Yamanaka;Rock Lee			character			main	inherited_v9	Shippūden еп. 186; ретроспектива		daypart
0	16.09	unknown		100	V10-000109	NARUTO	R	поки Лі госпіталізований, Ґай приєднує Наруто до Команди Ґая й призначає Тентен…	F [Shippūden еп. 184; ретроспектива] — поки Лі госпіталізований, Ґай приєднує Наруто до Команди Ґая й призначає Тентен капітанкою місії до лабораторії ніндзя-знарядь; вони повертають викрадені прототипи Ґамеру й Кусуне.	Naruto Uzumaki;Rock Lee;Tenten;Might Guy;Neji Hyuga	Team Guy		character;team			main	inherited_v9	Shippūden еп. 184; ретроспектива		daypart
0	17.09	unknown		100	V10-000110	NARUTO	R	після вторгнення Наруто разом із двома джонінами та «вічним геніном» Косуке…	F [Shippūden еп. 190; ретроспектива, початок кількаденного патрулювання] — після вторгнення Наруто разом із двома джонінами та «вічним геніном» Косуке патрулює ослаблений кордон Країни Вогню; досвід Косуке, отриманий від Другого й Третього Хокаґе, допомагає виявити проникнення ворога.	Naruto Uzumaki			global;character;location	Land of Fire		main	inherited_v9	Shippūden еп. 190; ретроспектива, початок кількаденного патрулювання		daypart
0	18.09	unknown		100	V10-000111	NARUTO	R	загін відбиває напад	F [Shippūden еп. 190; ретроспектива, завершення патрулювання] — загін відбиває напад; Косуке бачить у Наруто риси Мінато й визнає його рішучість.	Naruto Uzumaki			character			main	inherited_v9	Shippūden еп. 190; ретроспектива, завершення патрулювання		daypart
0	18.09	unknown		200	V10-000112	NARUTO	R	Команда 7 бере участь у затриманні Ханаре з Прихованого Замка	F [Shippūden еп. 191; ретроспектива, реконструйоване вікно] — Команда 7 бере участь у затриманні Ханаре з Прихованого Замка; після допиту й обміну полоненими Какаші наздоганяє її, але дозволяє піти.	Kakashi Hatake;Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno	Team 7		character;team			main	derived	Shippūden еп. 191; ретроспектива, реконструйоване вікно		daypart
0	19.09	unknown		100	V10-000113	NARUTO	R	через перенапруження Б’якуґана Хіната тимчасово втрачає зір	F [Shippūden еп. 306; ретроспектива] — через перенапруження Б’якуґана Хіната тимчасово втрачає зір; Наруто, Сакура й Неджі шукають траву «Ясне око» в Долині Суду, потрапляють у пастку безликих істот, а Какаші й Ґай їх рятують; Хіната дивиться запланований феєрверк із дому.	Naruto Uzumaki;Sakura Haruno;Kakashi Hatake;Hinata Hyuga;Neji Hyuga;Might Guy			character			main	inherited_v9	Shippūden еп. 306; ретроспектива		daypart
0	20.09	unknown		100	V10-000114	NARUTO	R	Цунаде посилає Наруто й Команду 10 викрасти спадкоємця Шю за таємною угодою	F [Shippūden еп. 309; ретроспектива, початок A-рангової місії] — Цунаде посилає Наруто й Команду 10 викрасти спадкоємця Шю за таємною угодою; Чоджі проходить кулінарне змагання, Іно контролює Шю, Наруто видає себе за нього, а команда Асуми вивозить справжнього спадкоємця.	Naruto Uzumaki;Tsunade;Ino Yamanaka;Choji Akimichi;Shikamaru Nara;Asuma Sarutobi	Team 10		character;team			main	inherited_v9	Shippūden еп. 309; ретроспектива, початок A-рангової місії		daypart
0	21.09	unknown		100	V10-000115	NARUTO	R	маскування Наруто викривають Татевакі й Чійо	F [Shippūden еп. 310; ретроспектива, завершення A-рангової місії] — маскування Наруто викривають Татевакі й Чійо; напад Сасорі та Дейдари руйнує замок, Татевакі помирає від отрути, але Шю доставлено за призначенням, а Ямато спостерігає за успішним завершенням місії.	Naruto Uzumaki			character			main	inherited_v9	Shippūden еп. 310; ретроспектива, завершення A-рангової місії		daypart
0	21.09	unknown		200	V10-000116	NARUTO	R	під час розшуку злочинців Саске рятує Нахо й товаришів, але через заздрість до…	F [Shippūden еп. 196; ретроспектива] — під час розшуку злочинців Саске рятує Нахо й товаришів, але через заздрість до зростання Наруто надмірно жорстоко б’є ватажка; його поведінка показує остаточне загострення кризи перед втечею.	Naruto Uzumaki;Sasuke Uchiha			character			main	inherited_v9	Shippūden еп. 196; ретроспектива		daypart
0	22.09	unknown		100	V10-000117	NARUTO	M	Саске дедалі гостріше переживає відставання від Наруто	Після лікування Саске дедалі гостріше реагує на власне безсилля перед Ітачі та швидке зростання Наруто; у палаті він у люті вибиває з рук Сакури тарілку з яблуками.	Sasuke Uchiha;Sakura Haruno;Naruto Uzumaki;Itachi Uchiha			character			main	inherited_v9	гл. 173–175; у спільній лінії поставлено після аніме-місій 101–106		daypart
0	22.09	unknown		200	V10-000117-B	NARUTO	M	Саске викликає Наруто на бій	Саске викликає Наруто на бій на даху лікарні.	Sasuke Uchiha;Naruto Uzumaki			character			main	inherited_v9	гл. 173–175; у спільній лінії поставлено після аніме-місій 101–106		daypart
0	22.09	unknown		300	V10-000118	NARUTO	M	Какаші зупиняє Чідорі й Расенґан	На даху лікарні Какаші встигає відхилити Чідорі Саске та Расенґан Наруто в різні боки, не давши їм зіткнутися.	Naruto Uzumaki;Sasuke Uchiha;Kakashi Hatake			character			main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 107–109] — бій на даху, пропозиція Четвірки Звуку та втеча Саске.	supporting-source-migrated
0	22.09	unknown		400	V10-000119	NARUTO	M	після сутички на даху Какаші прив’язує Саске до дерева й говорить із ним про…	M [гл. 177] — після сутички на даху Какаші прив’язує Саске до дерева й говорить із ним про марність помсти та власні втрати; Саске лишається сам із цими словами перед зустріччю з Четвіркою Звуку.	Sasuke Uchiha;Kakashi Hatake			character			main	inherited_v9	гл. 177		daypart
0	22.09	unknown		500	V10-000118-B	NARUTO	M	Четвірка Звуку перемагає Саске	Четвірка Звуку знаходить Саске, демонструє перевагу Проклятих Печаток і перемагає його, після чого пропонує перейти до Орочімару.	Sasuke Uchiha;Orochimaru		Sound Four	character;group			main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 107–109] — бій на даху, пропозиція Четвірки Звуку та втеча Саске.	supporting-source-migrated
0	22.09	night		600	V10-000118-C	NARUTO	M	Саске вирішує залишити Коноху	Уночі Саске приймає рішення залишити Коноху й вирушити до Орочімару за силою.	Sasuke Uchiha;Orochimaru			character;location	Konohagakure		main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 107–109] — бій на даху, пропозиція Четвірки Звуку та втеча Саске.	supporting-source-migrated
0	22.09	night		700	V10-000118-D	NARUTO	M	Сакура намагається зупинити Саске	Сакура перехоплює Саске біля виходу з Конохи, зізнається йому в коханні та просить залишитися. Саске дякує їй, знепритомнює її й залишає селище.	Sasuke Uchiha;Sakura Haruno			character;location	Konohagakure		main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 107–109] — бій на даху, пропозиція Четвірки Звуку та втеча Саске.	supporting-source-migrated
0	23.09	unknown		100	V10-000120	NARUTO	M	Ґай переконує Лі погодитися на операцію з 50-відсотковим шансом на виживання й…	M [гл. 180] — Ґай переконує Лі погодитися на операцію з 50-відсотковим шансом на виживання й обіцяє померти разом із ним, якщо учень не переживе операцію.	Rock Lee;Might Guy			character			main	inherited_v9	гл. 180		daypart
0	23.09	morning		200	V10-000121	NARUTO	M	Сакура повідомляє про втечу Саске	Після нічної втечі Саске Сакура повідомляє Цунаде про його зникнення.	Sasuke Uchiha;Sakura Haruno;Tsunade			character;location	Konohagakure		main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 110–117] — формування загону, переслідування та перші два бої.	supporting-source-migrated
0	23.09	morning		300	V10-000121-B	NARUTO	M	Шикамару формує загін повернення	Цунаде наказує Шикамару зібрати загін для повернення Саске; він залучає Наруто, Чоджі, Неджи й Кібу.	Tsunade;Shikamaru Nara;Naruto Uzumaki;Choji Akimichi;Neji Hyuga;Kiba Inuzuka			character;location	Konohagakure		main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 110–117] — формування загону, переслідування та перші два бої.	supporting-source-migrated
0	23.09	morning		400	V10-000121-C	NARUTO	M	Наруто обіцяє Сакурі повернути Саске	Перед виходом Наруто обіцяє Сакурі повернути Саске до Конохи.	Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno			character;location	Konohagakure		main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 110–117] — формування загону, переслідування та перші два бої.	supporting-source-migrated
0	23.09	unknown		500	V10-000121-D	NARUTO	M	Операція Рока Лі	Цунаде проводить операцію Рока Лі, на яку він погодився після розмови з Ґаєм.	Tsunade;Rock Lee;Might Guy			character;location	Konohagakure		main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 110–117] — формування загону, переслідування та перші два бої.	supporting-source-migrated;daypart
0	23.09	unknown		600	V10-000121-E	NARUTO	M	Загін Шикамару наздоганяє Четвірку Звуку	Загін повернення залишає Коноху й переслідує Четвірку Звуку, яка несе Саске.	Shikamaru Nara;Naruto Uzumaki;Choji Akimichi;Neji Hyuga;Kiba Inuzuka;Sasuke Uchiha		Sound Four	character;group;location	Konohagakure		main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 110–117] — формування загону, переслідування та перші два бої.	supporting-source-migrated;daypart
0	23.09	unknown		700	V10-000121-F	NARUTO	M	Чоджі перемагає Джіро́бо	Чоджі залишається битися з Джіро́бо, перемагає його й після використання трьох пігулок Акімічі лишається критично виснаженим.	Choji Akimichi			character			main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 110–117] — формування загону, переслідування та перші два бої.	supporting-source-migrated;daypart
0	23.09	unknown		800	V10-000121-G	NARUTO	M	Неджи перемагає Кідомару	Неджи залишається проти Кідомару, знаходить спосіб відповісти на його дальні атаки й перемагає, отримавши тяжкі поранення.	Neji Hyuga			character			main	inherited_v9	arc 05, Sasuke Recovery	A [еп. 110–117] — формування загону, переслідування та перші два бої.	supporting-source-migrated;daypart
0	24.09	unknown		100	V10-000122	NARUTO	M	Кіба й Акамару відокремлюються від загону	Під час переслідування Кіба й Акамару падають у яр разом із Саконом та Уконом і починають окремий бій.	Kiba Inuzuka;Akamaru;Sakon;Ukon			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		200	V10-000122-B	NARUTO	M	Шикамару вступає в бій із Таюєю	Шикамару затримує Таюю тіньовою технікою, але її флейтове гендзюцу та друга стадія Проклятої Печатки змінюють хід бою.	Shikamaru Nara;Tayuya			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		300	V10-000122-C	NARUTO	M	Кімімаро забирає Саске	Кімімаро забирає контейнер із Саске, звільняє його й залишається стримувати Наруто.	Kimimaro;Sasuke Uchiha;Naruto Uzumaki			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		400	V10-000122-D	NARUTO	M	Орочімару змінює тіло без Саске	Орочімару більше не може чекати на прибуття Саске й проводить Перенесення Живого Тіла, використавши Ґеньюмару.	Orochimaru;Sasuke Uchiha			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		500	V10-000122-E	NARUTO	M	Лі змінює Наруто в бою з Кімімаро	Рок Лі залишає лікарню після операції й підміняє Наруто в бою з Кімімаро; випадково випитий алкоголь переводить його в П’яний Кулак.	Naruto Uzumaki;Rock Lee;Kimimaro			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		600	V10-000122-F	NARUTO	M	Наруто продовжує погоню за Саске	Поки Лі стримує Кімімаро, Саске продовжує шлях сам, а Наруто вирушає за ним.	Naruto Uzumaki;Sasuke Uchiha			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		700	V10-000122-G	NARUTO	M	Канкуро рятує Кібу	Підкріплення Суни прибуває на допомогу: Канкуро вступає в бій із Саконом та Уконом і вбиває їх, рятуючи Кібу й Акамару.	Kankuro;Kiba Inuzuka;Akamaru;Sakon;Ukon			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		800	V10-000122-H	NARUTO	M	Темарі рятує Шикамару	Темарі прибуває до Шикамару й перемагає Таюю.	Temari;Shikamaru Nara;Tayuya			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		900	V10-000122-I	NARUTO	M	Ґаара вступає в бій із Кімімаро	Ґаара приходить на допомогу Лі й бере на себе бій із Кімімаро.	Gaara;Rock Lee;Kimimaro			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		1000	V10-000122-J	NARUTO	M	Кімімаро помирає від хвороби	Кімімаро витримує найсильніші атаки Ґаари, але помирає від хвороби за мить до смертельного удару.	Gaara;Kimimaro			character		Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		1100	V10-000122-K	NARUTO	M	Наруто наздоганяє Саске в Долині Завершення	Наруто наздоганяє Саске в Долині Завершення й намагається переконати його повернутися.	Naruto Uzumaki;Sasuke Uchiha			character;location	Valley of the End	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		1200	V10-000122-L	NARUTO	M	Саске пояснює свій вибір	Саске відкидає повернення й пояснює, що вбивство найближчого друга може пробудити Манґекьо Шарінґан; Наруто відмовляється дозволити йому розірвати їхній зв’язок.	Naruto Uzumaki;Sasuke Uchiha			character;location	Valley of the End	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		1300	V10-000122-M	NARUTO	M	Бій Наруто й Саске досягає піку	Саске розвиває Шарінґан і переходить у другу стадію Проклятої Печатки; Наруто вивільняє однохвостий покрив чакри Дев’ятихвостого.	Naruto Uzumaki;Sasuke Uchiha			character;location	Valley of the End	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		1400	V10-000122-N	NARUTO	M	Чідорі й Расенґан стикаються	Наруто й Саске завершують бій прямим зіткненням Расенґана та Чідорі.	Naruto Uzumaki;Sasuke Uchiha			character;location	Valley of the End	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	24.09	unknown		1500	V10-000122-O	NARUTO	M	Саске перемагає, але не вбиває Наруто	Саске перемагає Наруто, але відмовляється здобувати силу саме тим способом, який нав’язував Ітачі; він залишає Наруто живим і продовжує шлях до Орочімару.	Naruto Uzumaki;Sasuke Uchiha;Itachi Uchiha;Orochimaru			character;location	Valley of the End	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 118–134] — бої Кіби, Шікамару й Лі, прибуття шинобі Суни та вирішальна сутичка Наруто із Саске в Долині Завершення.	supporting-source-migrated;daypart
0	25.09	unknown		100	V10-000123	NARUTO	M	Какаші знаходить Наруто в Долині Завершення	Какаші й Паккун доходять до Долини Завершення запізно, знаходять непритомного Наруто й несуть його назад.	Naruto Uzumaki;Kakashi Hatake;Pakkun			character;location	Valley of the End	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 135] — провал місії повернення, лікування загону, обіцянка Наруто Сакурі й рішення готуватися до нового пошуку.	supporting-source-migrated;daypart
0	25.09	unknown		200	V10-000123-B	NARUTO	M	Поранених загону повертають до Конохи	Медичні групи знаходять і повертають Чоджі та Неджи; обох стабілізують. Операція Лі виявляється успішною.	Choji Akimichi;Neji Hyuga;Rock Lee			character;location	Konohagakure	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 135] — провал місії повернення, лікування загону, обіцянка Наруто Сакурі й рішення готуватися до нового пошуку.	supporting-source-migrated;daypart
0	25.09	unknown		300	V10-000123-C	NARUTO	M	Наруто прокидається після провалу місії	Наруто приходить до тями в лікарні після бою із Саске.	Naruto Uzumaki;Sasuke Uchiha			character;location	Konohagakure	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 135] — провал місії повернення, лікування загону, обіцянка Наруто Сакурі й рішення готуватися до нового пошуку.	supporting-source-migrated;daypart
0	25.09	unknown		400	V10-000123-D	NARUTO	M	Наруто й Сакура обіцяють повернути Саске разом	Наруто визнає перед Сакурою, що не виконав обіцянку. Сакура відкидає його вибачення й каже, що наступного разу вони повернуть Саске разом.	Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno			character;location	Konohagakure	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 135] — провал місії повернення, лікування загону, обіцянка Наруто Сакурі й рішення готуватися до нового пошуку.	supporting-source-migrated;daypart
0	25.09	unknown		500	V10-000123-E	NARUTO	M	Джирая пропонує Наруто довге тренування	Джирая пояснює, що Орочімару приблизно три роки не зможе змінити тіло, й пропонує Наруто довгострокове тренування. Наруто відмовляється відмовлятися від Саске; Джирая приймає його рішення.	Naruto Uzumaki;Sasuke Uchiha;Jiraiya;Orochimaru			character;location	Konohagakure	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 135] — провал місії повернення, лікування загону, обіцянка Наруто Сакурі й рішення готуватися до нового пошуку.	supporting-source-migrated;daypart
0	25.09	unknown		600	V10-000123-F	NARUTO	M	Сакура просить Цунаде навчати її	Сакура просить Цунаде взяти її в учениці й навчити медичного ніндзюцу.	Sakura Haruno;Tsunade			character;location	Konohagakure	Sasuke Recovery	main	inherited_v9	Sasuke Recovery	A [еп. 135] — провал місії повернення, лікування загону, обіцянка Наруто Сакурі й рішення готуватися до нового пошуку.	supporting-source-migrated;daypart
0	25.09	unknown		700	V10-000124	NARUTO	M	Саске зрештою дістається сховку Орочімару й прямо заявляє, що прийшов лише по силу	M [гл. 238, вступ перед тримісячним стрибком; реконструйовано одразу після місії] — Саске зрештою дістається сховку Орочімару й прямо заявляє, що прийшов лише по силу; Кабуто пояснює, що забинтований чоловік перед ним — Орочімару в новому тілі Ґеньюмару.	Sasuke Uchiha;Orochimaru;Kabuto Yakushi			character			main	derived	гл. 238, вступ перед тримісячним стрибком; реконструйовано одразу після місії		daypart
0	26.09	unknown		100	V10-000125	NARUTO	F	Наруто відмовляється чекати три роки й намагається сам вирушити по Саске	F [еп. 136, розслідування в Країні Рисових Полів] — Наруто відмовляється чекати три роки й намагається сам вирушити по Саске; Джирая отримує завдання розвідати володіння Орочімару, а Сакура домагається участі, сподіваючись знайти слід Саске; разом вони прямують до Країни Рисових Полів.	Naruto Uzumaki;Sasuke Uchiha;Sakura Haruno;Jiraiya;Orochimaru			character			main	inherited_v9	еп. 136, розслідування в Країні Рисових Полів		daypart
0	27.09	unknown		100	V10-000126	NARUTO	F	група потрапляє в місто беззаконня й зустрічає Сасаме з клану Фума, яка шукає…	F [еп. 137–138] — група потрапляє в місто беззаконня й зустрічає Сасаме з клану Фума, яка шукає двоюрідного брата Араші; залишки клану служать Орочімару в надії повернути колишню силу; після нападу Камікірі, Джігумо й Кагеро Сасаме спершу зраджує мандрівників, але відмовляється від угоди, коли бачить справжню ціну служби Орочімару.	Orochimaru			character			main	inherited_v9	еп. 137–138		daypart
0	28.09	unknown		100	V10-000127	NARUTO	F	Джирая, Наруто, Сакура й Сасаме проникають у покинуту резиденцію Орочімару	F [еп. 139–140] — Джирая, Наруто, Сакура й Сасаме проникають у покинуту резиденцію Орочімару; Кабуто заманює їх у пастки й використовує Араші, зрощеного з тілами Камікірі та Джігумо, як живу зброю; Сакура опиняється всередині чакрової пастки, а Наруто намагається пробитися до збереженої свідомості Араші.	Naruto Uzumaki;Sakura Haruno;Jiraiya;Orochimaru;Kabuto Yakushi			character			main	inherited_v9	еп. 139–140		daypart
0	29.09	unknown		100	V10-000128	NARUTO	F	Араші на мить повертає контроль і допомагає зруйнувати створене Орочімару тіло	F [еп. 140–141] — Араші на мить повертає контроль і допомагає зруйнувати створене Орочімару тіло; Сасаме прощається з ним, лігво руйнується, а доказів перебування Саске не знаходять; після повернення Сакура просить Цунаде зробити її ученицею, щоб наступного разу не бути безсилою.	Sasuke Uchiha;Sakura Haruno;Tsunade;Orochimaru			character			main	inherited_v9	еп. 140–141		daypart
0	30.09	unknown		100	V10-000129	NARUTO	R	Команда 8 не затримує злодія-втікача з Таки	F [Shippūden еп. 236; ретроспектива, після провалу повернення Саске] — Команда 8 не затримує злодія-втікача з Таки; Шіно сумнівається у своїй користі в ближньому бою, але під час поїздки з Кібою та Хінатою визволяє друзів із полону й сам перемагає злочинця.	Sasuke Uchiha;Shino Aburame;Hinata Hyuga;Kiba Inuzuka;Akamaru;Kurenai Yuhi	Team 8		character;team			main	inherited_v9	Shippūden еп. 236; ретроспектива, після провалу повернення Саске		daypart
0	01.10	unknown		100	V10-000130	NARUTO	F	Мідзукі організовує втечу з в’язниці суворого режиму разом із братами Фуджіном і…	F [еп. 142, переслідування Мідзукі] — Мідзукі організовує втечу з в’язниці суворого режиму разом із братами Фуджіном і Райджіном; Цунаде піднімає тривогу, Ірука й Наруто починають переслідування, а наречена Мідзукі Цубакі погоджується допомогти зупинити його.	Naruto Uzumaki;Tsunade;Iruka Umino			character			main	inherited_v9	еп. 142, переслідування Мідзукі		daypart
0	02.10	unknown		100	V10-000131	NARUTO	F	Тонтон веде Наруто до втікачів	F [еп. 143–144] — Тонтон веде Наруто до втікачів; Фуджін і Райджін перемагають переслідувачів грубою силою, тому Цунаде формує нові групи: Наруто діє з Ірукою й Паккуном, а Іно, Шікамару та Чоджі стримують братів; з’ясовується, що Мідзукі шукає компоненти формули Орочімару.	Naruto Uzumaki;Tsunade;Orochimaru;Ino Yamanaka;Choji Akimichi			character			main	inherited_v9	еп. 143–144		daypart
0	03.10	unknown		100	V10-000132	NARUTO	F	Іно–Шіка–Чо використовують їжу, тіньове зв’язування й техніку перенесення…	F [еп. 145–146] — Іно–Шіка–Чо використовують їжу, тіньове зв’язування й техніку перенесення свідомості, щоб нейтралізувати Фуджіна та Райджіна; Мідзукі завершує препарат, перетворюється на тигроподібного воїна й намагається довести свою перевагу над Ірукою.	Ino Yamanaka		Ino–Shika–Cho	character;group			main	inherited_v9	еп. 145–146		daypart
0	04.10	unknown		100	V10-000133	NARUTO	F	Наруто й Ірука разом перемагають Мідзукі	F [еп. 146–147] — Наруто й Ірука разом перемагають Мідзукі; нестабільна формула руйнує його чакрову систему й позбавляє сили; Цубакі вирішує чекати на його виправлення, утікачів повертають під варту, а Наруто підтверджує, що Ірука лишається його найближчим наставником.	Naruto Uzumaki;Iruka Umino			character			main	inherited_v9	еп. 146–147		daypart
0	05.10	unknown		100	V10-000134	NARUTO	R	Кондор згадує, як Наруто, Лі, Шіно, Котецу та Ідзумо на «Нульовій ділянці» Лісу…	F [Shippūden еп. 185; ретроспектива, реконструйоване післяопераційне вікно] — Кондор згадує, як Наруто, Лі, Шіно, Котецу та Ідзумо на «Нульовій ділянці» Лісу Смерті ловили чотирьох ніндзя-тварин, серед них хижі рослини й боксерського кенгуру.	Naruto Uzumaki;Shino Aburame;Rock Lee			character;location	Forest of Death		main	derived	Shippūden еп. 185; ретроспектива, реконструйоване післяопераційне вікно		daypart
0	05.10	unknown		200	V10-000135	NARUTO	V	Наруто, Сакура й Шікамару під час місії з пошуку тхора Неруґуї стикаються з…	F/ALT [фільм «Naruto the Movie: Legend of the Stone of Gelel»; після еп. 147, альтернативне розміщення] — Наруто, Сакура й Шікамару під час місії з пошуку тхора Неруґуї стикаються з Темуджином і військом Хайдо; конфлікт веде до покладів Каменю Ґелеля, спроби Хайдо використати його силу та фінального знищення джерела.	Naruto Uzumaki;Sakura Haruno			character			alt	inherited_v9	фільм «Naruto the Movie: Legend of the Stone of Gelel»; після еп. 147, альтернативне розміщення		daypart
